id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1471853705184387525,2 Queen Beds|NS,706496215,Yareli,,Ward 6,44.94603191314242,-122.99367361173853,Hotel room,76,1,0,,,7,315,0,
1471853737380436508,1 Full Bed|Mobility Access Tub| NS,706496215,Yareli,,Ward 6,44.9465753899934,-122.99285149288725,Hotel room,68,1,0,,,7,311,0,
1471853768218950578,1 Queen Bed|Smoking,706496215,Yareli,,Ward 6,44.94765,-122.9918,Hotel room,92,1,0,,,7,315,0,
1471853797387232174,MS6 Salem |1 Queen Bed|NS,706496215,Yareli,,Ward 6,44.9477789058774,-122.99227536140958,Hotel room,73,1,1,2025-08-22,0.86,7,315,1,
1471884122339333314,MS6 Salem | 2 Full Beds|NS,706496215,Yareli,,Ward 6,44.946906170106665,-122.99283070875506,Hotel room,70,1,0,,,7,308,0,
1475597239752960679,Los Dos- Talavera + Sandia,172368364,Ellen,,Ward 2,44.93402,-123.02517,Entire home/apt,163,1,0,,,13,264,0,
1476595288479426654,Spacious 2-bed|Pool|Free Parking,706496215,Yareli,,Ward 5,44.967646358601506,-123.0091165737648,Hotel room,99,1,0,,,7,315,0,
1476595373137154795,Cozy Queen Bed Room|Pool|Free Wifi,706496215,Yareli,,Ward 5,44.96884,-123.00759,Hotel room,91,1,0,,,7,315,0,
1481270135537043374,Kesa Cozy Palace (Golden),104977250,Jacklyne,,Ward 5,44.9568522,-122.9948557,Private room,34,5,0,,,3,362,0,
1481658720733788169,It’s luxury house,665972364,Duressa,,Ward 1,44.95212,-123.02369,Entire home/apt,157,3,0,,,1,221,0,
1485844860153081544,Room for all. 5BR/4BA + Office,70997537,Stephanie,,Ward 8,44.94244350311769,-123.08032916198434,Entire home/apt,260,30,0,,,1,365,0,
1488561565140605276,Charming Daylight Basement Salem,296419480,Heather,,Ward 1,44.94536890156459,-123.01854812949982,Entire home/apt,130,3,0,,,1,343,0,
1491473455118634594,Luxury new home in Salem OR,187753900,Michael,,Ward 7,44.88915,-123.05575,Entire home/apt,152,25,0,,,4,301,0,
1493478211032701775,Cozy 3BR home,85127577,Briana,,Ward 6,44.947060905004705,-122.96660436343535,Entire home/apt,110,30,0,,,1,256,0,
1493560946822082639,Sanctuary in Salem,67445228,Janette,,Ward 4,44.877334325374775,-123.02466255281458,Private room,48,30,0,,,1,83,0,
1494681337450961147,Quiet Executive w/ King Comforts,51911196,Antoinette Renee,,Ward 3,44.91132,-122.977319,Entire home/apt,76,3,0,,,1,88,0,
1502716811686386676,2 Full Beds|Smoking,707469513,Yvonne,,Ward 6,44.94645695491178,-122.99174431633662,Hotel room,91,1,0,,,1,315,0,
1506612646483632349,Cozy ADA Queen Bed|Pool|Free Wifi,696326153,Will,,Ward 6,44.9483,-122.99307,Hotel room,92,1,0,,,1,314,0,
1512520862497771710,Spacious 4-Bedroom Perfect for Families & Groups,219568697,Jesus Ivan,,Ward 4,44.881667756917054,-123.00427008098848,Entire home/apt,217,2,2,2025-09-24,2,1,344,2,
